,matchid,versionpatch,matchdate,maptype,queue,p_names,p_sides,p_champs,p_lanes,p_roles,p_golds,p_wins
600,2310436029,6.19.159.7092,2016-10-05 03:28:33.967000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['SKT Strompest', 'Westrice', 'Aluminum Kiwi', 'RF Legendary', 'Liquid Painless', 'Riesig', 'Russian Ranger', 'Erry', 'Fragas', 'SKY Linsanity']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Ryze', 'Kennen', 'Bard', 'Hecarim', 'Ezreal', 'Gnar', 'Lee Sin', 'Caitlyn', 'Karma', 'Ahri']","[<Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>]","[<Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>]","[9780, 8607, 6681, 9602, 8552, 6558, 6259, 6303, 5098, 6020]","[True, True, True, True, True, False, False, False, False, False]"
601,2310441157,6.19.159.7092,2016-10-05 02:55:09.720000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Jackie Nimb', 'Volt', 'SKY Linsanity', 'Cute toxic Boy', 'CoitusInteruptus', 'IKingvex', 'RF Legendary', 'TwitchChunkylol', 'P1 Sloosh', 'Fragas']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Karma', 'Lee Sin', 'Ahri', 'Malphite', 'Caitlyn', 'Lucian', 'Jayce', 'Brand', 'Malzahar', 'Olaf']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.jungle: 'JUNGLE'>]","[<Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>]","[9210, 13202, 11983, 10729, 11056, 8834, 9070, 7221, 8676, 8472]","[True, True, True, True, True, False, False, False, False, False]"
602,2310385404,6.19.159.7092,2016-10-05 02:13:37.336000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['bowgamer', 'BoxerPete', 'RF Legendary', 'mandatorycloud', 'KElTHMCBRlEF', 'Zaganox', 'BabieThugv2', 'oSnow', 'Grigne', 'SKY Linsanity']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Braum', 'Tryndamere', 'Rumble', 'Karma', 'Jhin', 'Blitzcrank', 'LeBlanc', 'Miss Fortune', 'Lee Sin', 'Yorick']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.top_lane: 'TOP'>]","[<Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>]","[9510, 13691, 13019, 12490, 16391, 9521, 13098, 13462, 13242, 12760]","[True, True, True, True, True, False, False, False, False, False]"
603,2310347096,6.19.159.7092,2016-10-05 01:24:33.230000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['nwts', 'TSM Slayer', 'Link', 'focus plz', 'SKY Linsanity', 'xAjido', 'Aranium', 'RF Legendary', 'Shopaholic Louis', 'Revenge Returns']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Kled', 'Rumble', 'Caitlyn', 'Nami', 'Ahri', 'Heimerdinger', 'Gangplank', 'Kennen', 'Ezreal', 'Lee Sin']","[<Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>]","[<Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>]","[15181, 16627, 17453, 11936, 15802, 9311, 13643, 12399, 11661, 10633]","[True, True, True, True, True, False, False, False, False, False]"
604,2309846599,6.19.159.7092,2016-10-04 03:48:36.052000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Anivia Kid', 'PrismaI', 'Swifte', 'SKY Linsanity', 'Slash Mute All', 'Fas Scriptor', 'Piggy Kitten', 'ExecutionerKen', 'IIIlIIIlIIIllI', 'NoCookies4You']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Swain', 'Jhin', 'Thresh', 'Yorick', 'Olaf', 'Jayce', 'Malzahar', 'Braum', 'Ezreal', 'Kindred']","[<Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>]","[<Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>]","[9850, 9957, 7194, 12318, 11584, 11131, 11788, 9144, 12981, 11508]","[False, False, False, False, False, True, True, True, True, True]"
605,2309786788,6.19.159.7092,2016-10-04 02:36:00.650000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['mandatorycloud', 'CatVomit', 'Arcminute', 'hi im ming', 'SKY Linsanity', 'Anivia Kid', 'SA panther410', 'YIlIlIlIlI', 'cheisu', 'Goldjet30']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Viktor', 'Nami', 'Lee Sin', 'Caitlyn', 'Yorick', 'Syndra', 'Karma', 'Zac', 'Jhin', 'Rumble']","[<Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>]","[<Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>]","[23704, 18733, 21967, 24490, 23672, 27212, 18588, 22746, 28114, 24802]","[False, False, False, False, False, True, True, True, True, True]"
606,2311887421,6.20.160.4428,2016-10-06 22:46:33.951000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['InsanityXXX', 'Swifte', 'SSBM Hax', 'Jue VioIe Grace', 'oSnow', 'Adrian Ma', 'I am Happy OvO', 'NoCookies4You', 'HoboMaxwell', 'Jinoa']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Graves', 'Alistar', 'Twisted Fate', 'Rumble', 'Jhin', 'Nami', 'Ekko', 'Kindred', 'Syndra', 'Lucian']","[<Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>]","[15466, 11204, 15074, 14498, 16892, 10293, 13821, 14905, 12713, 12489]","[True, True, True, True, True, False, False, False, False, False]"
607,2311480956,6.20.160.4428,2016-10-06 02:24:03.235000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['KU Yun2', 'YaThatWasABanana', 'Sohnar', 'lalaisland', 'Linsanityy', 'TDK CaillouX', 'Anivia Kid', 'Vincente Vu', 'chocosongE', 'Adrian Ma']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Graves', 'Nami', 'Ezreal', 'Dr. Mundo', 'Ryze', 'Malphite', 'Malzahar', 'Caitlyn', 'Lee Sin', 'Janna']","[<Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>]","[12111, 7709, 9911, 10865, 10600, 12781, 12391, 13394, 12443, 8723]","[False, False, False, False, False, True, True, True, True, True]"
608,2311433097,6.20.160.4428,2016-10-06 01:32:50.114000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Adrian Ma', 'SKT Strompest', 'FZ3R0', 'AkaaW', 'TwicTVgoldenglue', 'Ahq Mountain 12', 'Fas Scriptor', 'TP FROM S5 ', 'wo hao e', 'Liquid Painless']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Nami', 'Veigar', 'Draven', 'Kindred', 'Lee Sin', 'Nidalee', 'Varus', 'Jhin', 'Ekko', 'Thresh']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>]","[3073, 4575, 4287, 4319, 5110, 8682, 6896, 8904, 7025, 5913]","[False, False, False, False, False, True, True, True, True, True]"
609,2311249228,6.20.160.4428,2016-10-05 22:07:16.334000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Cute toxic Boy', 'PIay Naizi', 'oSee', 'InsanityXXX', 'Licorice', 'PrismaI', 'taproot86', 'Teesum', 'amumumu', 'Adrian Ma']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Evelynn', 'Janna', 'Vayne', 'Viktor', 'Fiora', 'Ezreal', ""Kha'Zix"", 'Malzahar', 'Dr. Mundo', 'Blitzcrank']","[<Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>]","[10301, 8412, 12862, 11754, 12669, 17304, 14254, 13985, 14552, 10092]","[False, False, False, False, False, True, True, True, True, True]"
610,2311232756,6.20.160.4428,2016-10-05 20:59:53.543000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Akaadian4', 'ZatsMod', 'NintendudeX', 'Adrian Ma', 'Diamond 1 Khazix', 'Entranced', 'oSnow', 'Winter is back', 'Jackie Nimb', 'Fas Scriptor']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Kindred', 'Ezreal', 'Ekko', 'Nami', ""Kha'Zix"", 'Corki', 'Jhin', 'Morgana', 'Elise', 'Syndra']","[<Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>]","[<Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>]","[11132, 9530, 8454, 7429, 7898, 7339, 6747, 5031, 5193, 8009]","[True, True, True, True, True, False, False, False, False, False]"
611,2311198851,6.20.160.4428,2016-10-05 20:14:46.323000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['ZatsMod', 'Dhokla', 'Adrian Ma', 'Ahq Mountain 12', 'Akaadian4', 'mandatorycloud', 'Russian Ranger', 'Jackie Nimb', 'Entranced', 'Fas Scriptor']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Ezreal', 'Fiora', 'Janna', 'Lee Sin', 'Yasuo', 'Syndra', 'Gragas', 'Karma', 'Jax', 'Miss Fortune']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>]","[12381, 12546, 9706, 15715, 13987, 11634, 11186, 8539, 14705, 11101]","[True, True, True, True, True, False, False, False, False, False]"
612,2309971223,6.19.159.7092,2016-10-04 06:08:47.368000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['TodayisGoodDay', 'OMG koro1', 'oSnow', 'ahqwestd00r', 'Ahq Mountain 12', 'chocosongE', 'White', 'Adrian Ma', 'Grigne', 'Spect']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Elise', 'Kennen', 'Jhin', 'Aurelion Sol', 'Lee Sin', 'Rumble', 'Cassiopeia', 'Janna', 'Gnar', 'Ezreal']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.jungle: 'JUNGLE'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>]","[11732, 15164, 19061, 14722, 14542, 13154, 14336, 10253, 13492, 14839]","[True, True, True, True, True, False, False, False, False, False]"
613,2309907552,6.19.159.7092,2016-10-04 05:25:08.529000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['SKTeIecomT1Bang', 'KimChiRanCisco', '1936 1948', 'Y4zbFh75kYR', 'ccabi', 'Adrian Ma', 'Weeaboo Riven', 'chocosongE', 'B9gmWweYDK', 'call me deps']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Gnar', 'Olaf', 'Bard', 'Ryze', 'Miss Fortune', 'Blitzcrank', 'Riven', 'Rumble', 'Jhin', 'Hecarim']","[<Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>]","[<Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>]","[12174, 11387, 8743, 13460, 11638, 6980, 10093, 8419, 8867, 8486]","[True, True, True, True, True, False, False, False, False, False]"
614,2311593208,6.20.160.4428,2016-10-06 05:12:26.931000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['InsanityXXX', 'happy game TcT', 'Jax Mundo Twich', 'TheAirIsDry', 'liliilllllliii', 'ArceeTheGreat', 'ErectiIeDysfunct', 'headphanie', 'Licorice', 'Sawyerr']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","[""Vel'Koz"", 'Caitlyn', 'Alistar', 'Lee Sin', 'Teemo', 'Draven', 'Gragas', 'Yasuo', 'Rumble', 'Bard']","[<Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>]","[9727, 13390, 7723, 9888, 9988, 8484, 7954, 10649, 7510, 8000]","[True, True, True, True, True, False, False, False, False, False]"
615,2311546633,6.20.160.4428,2016-10-06 04:15:46.024000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['Licorice', 'rhubarbs', 'I Vincet Omnem', 'The Tank Man', 'Ace Monster', 'Boo Sky', 'Shrew', 'Poppers OP', 'Adrian Riven', 'FreeXpHere']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Jayce', 'Graves', 'Lucian', 'Janna', 'Cassiopeia', 'Ezreal', 'Skarner', 'Lux', 'Riven', 'Karma']","[<Lane.top_lane: 'TOP'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.top_lane: 'TOP'>, <Lane.bot_lane: 'BOTTOM'>]","[<Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>, <Role.carry: 'DUO_CARRY'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.support: 'DUO_SUPPORT'>]","[12348, 12289, 11187, 8402, 12426, 12510, 12367, 15260, 12740, 10545]","[False, False, False, False, False, True, True, True, True, True]"
616,2311541859,6.20.160.4428,2016-10-06 03:40:11.182000,Map.summoners_rift,Queue.ranked_dynamic_queue,"['UMichNoticeMe', 'FreeXpHere', 'Doubtfull', 'grnlefboy', 'magic hour', 'Haki', 'Licorice', 'headphanie', 'TSM MeNoHaxor', 'Percival II']","[<Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.blue: 100>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>, <Side.red: 200>]","['Ezreal', 'Karma', 'Hecarim', 'Jax', ""Vel'Koz"", 'Twisted Fate', 'Kindred', 'Lucian', 'Nami', 'Shen']","[<Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.jungle: 'JUNGLE'>, <Lane.top_lane: 'TOP'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.mid_lane: 'MIDDLE'>, <Lane.jungle: 'JUNGLE'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.bot_lane: 'BOTTOM'>, <Lane.top_lane: 'TOP'>]","[<Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.none: 'NONE'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.solo: 'SOLO'>, <Role.none: 'NONE'>, <Role.carry: 'DUO_CARRY'>, <Role.support: 'DUO_SUPPORT'>, <Role.solo: 'SOLO'>]","[5169, 4870, 7055, 5968, 6151, 10567, 8448, 10103, 8182, 7436]","[False, False, False, False, False, True, True, True, True, True]"
